Var1,Var2
"qi,te","奇特"
"qi,ti","气体"
"qi,tian","气田,畦田"
"qi,tiao","起跳"
"qi,ting","汽艇"
"qi,tong","气筒"
"qi,tou","起头,齐头"
"qi,tou,bing,jin","齐头并进"
"qi,tou,shang","气头上"
"qi,tu","企图,歧途"
"qi,tuan","气团"
"qi,tun,shan,he","气吞山河"
"qi,wai","其外"
"qi,wai,ba,niu","七歪八扭"
"qi,wan","凄婉,柒万"
"qi,wang","期望,企望,棋王,祈望,欺罔"
"qi,wang,zhi","期望值"
"qi,wei","气味,奇伟,颀伟"
"qi,wei,er","气味儿"
"qi,wei,wu,qiong","其味无穷"
"qi,wei,xiang,tou","气味相投"
"qi,wen","气温,奇闻,奇文"
"qi,wen,gong,shang","奇文共赏"
"qi,wo","起卧"
"qi,wu","起舞,器物,欺侮,启悟"
"qi,xi","气息,栖息,七夕,奇袭,憩息"
"qi,xi,yan,yan","气息奄奄"
"qi,xia","旗下"
"qi,xian","期限,起先,其先"
"qi,xian,qin","七弦琴"
"qi,xiang","气象,奇想,乞降"
"qi,xiang,ju","气象局"
"qi,xiang,tai","气象台"
"qi,xiang,wan,qian","气象万千"
"qi,xiang,wei,xing","气象卫星"
"qi,xiang,xue","气象学"
"qi,xiang,zhan","气象站"
"qi,xiao","奇效,妻小"
"qi,xiao,er","起小儿"
"qi,xie","器械"
"qi,xie,gui,zheng","弃邪归正"
"qi,xie,ti,cao","器械体操"
"qi,xin","齐心,启衅"
"qi,xin,he,li","齐心合力"
"qi,xin,xie,li","齐心协力"
"qi,xing","起行,气性,起兴"
"qi,xing,guai,zhuang","奇形怪状"
"qi,xing,yan","七星岩"
"qi,xiong","气胸,妻兄"
"qi,xiong,xiong","气汹汹"
"qi,xiu","奇秀"
"qi,xiu,xiu","气咻咻"
"qi,xu","期许,气虚"
"qi,xu,xu","气吁吁"
"qi,xuan","气旋"
"qi,xue","气血,弃学"
"qi,xun","奇勋"
"qi,ya","气压,欺压"
"qi,ya,biao","气压表"
"qi,ya,ji","气压计"
"qi,yan","起眼,气焰,气眼"
"qi,yan,shi","七言诗"
"qi,yan,xiao,zhang","气焰嚣张"
"qi,yang","弃养"
"qi,ye","企业,起夜"
"qi,ye,dan,wei","企业单位"
"qi,ye,fa","企业法"
"qi,ye,fa,ren","企业法人"
"qi,ye,guan,li","企业管理"
"qi,ye,hua","企业化"
"qi,ye,ji,tuan","企业集团"
"qi,ye,jia","企业家"
"qi,ye,jie","企业界"
"qi,ye,shu","七叶树"
"qi,ye,xi,an","企业西安"
"qi,ye,zhu","企业主"
"qi,yi","其一,七一,奇异,起义,歧义,起疑,棋艺,起意,歧异,期颐"
"qi,yin","起因"
"qi,ying","弃婴"
"qi,yong","启用,起用,器用"
"qi,you","汽油,棋友,契友,起由"
"qi,you,ci,li","岂有此理"
"qi,you,ji","汽油机"
"qi,you,tong","汽油桶"
"qi,yu","其余,奇遇,期于,旗鱼,气宇,旗语,器宇"
"qi,yu,xuan,ang","气宇轩昂,器宇轩昂"
"qi,yuan","起源,祈愿,棋苑,乞援"
"qi,yue","七月,契约,器乐"
"qi,yue,qi","七月七"
"qi,yue,qu","器乐曲"
"qi,yun","起运,启运,气韵"
"qi,zang","起赃"
"qi,zao","起早"
"qi,zao,mo,hei","起早摸黑"
"qi,zao,tan,hei","起早贪黑"
"qi,zha","欺诈"
"qi,zhe,ba,kou","七折八扣"
"qi,zhen,yi,bao","奇珍异宝"
"qi,zheng","齐整"
"qi,zhi","旗帜,气质,起止,岂止,岂知,弃置,气滞,奇志,栖止"
"qi,zhi,ru,bi,xi","弃之如敝屣"
"qi,zhi,xian,ming","旗帜鲜明"
"qi,zhi,xing","器质性"
"qi,zhong","其中,期中,起重,器重,期终"
"qi,zhong,chuan","起重船"
"qi,zhong,ji","起重机"
"qi,zhong,kao,shi","期中考试,期终考试"
"qi,zhu","砌筑"
"qi,zhua,gong,guan","齐抓共管"
"qi,zhuang","气壮"
"qi,zhuang,ru,niu","气壮如牛"
"qi,zhuang,shan,he","气壮山河"
"qi,zhuang,yi,fu","奇装异服"
"qi,zi","妻子,棋子,旗子,起子"
"qi,zou","启奏,齐奏"
"qi,zu","起租"
"qi,zu,er,dai","企足而待"
"qi,zui,ba,she","七嘴八舌"
"qi,zuo,jian","起坐间"
"qi,zuo,yong","起作用"
"qia","恰,洽,掐,卡,髂"
"qia,bo,zi","卡脖子"
"qia,dang","恰当"
"qia,dao,hao,chu","恰到好处"
"qia,duan","掐断"
"qia,feng","恰逢"
"qia,gou","洽购"
"qia,gu","髂骨"
"qia,hao","恰好"
"qia,jian,er","掐尖儿"
"qia,ju","卡具"
"qia,ke","卡壳"
"qia,pan","袷袢"
"qia,qia","恰恰"
"qia,qia,xiang,fan","恰恰相反"
"qia,qiao","恰巧"
"qia,qie","恰切"
"qia,ru","恰如"
"qia,ru,qi,fen","恰如其分"
"qia,shang","洽商"
"qia,si","恰似,掐死"
"qia,suan","掐算"
"qia,tan","洽谈"
"qia,tan,hui","洽谈会"
"qia,tou,qu,wei","掐头去尾"
"qia,yu","恰遇"
"qia,zi","卡子"
"qian","前,千,钱,遣,迁,潜,签,牵,乾,浅,谦,欠,歉,谴,铅,嵌,堑,黔,钳,仟,扦,钎"
"qian,an","欠安"
"qian,ba,bai","千八百"
"qian,bai","浅白"
"qian,bai,wan","千百万"
"qian,ban","铅版"
"qian,ban,bei,zi","前半辈子"
"qian,ban,shang","前半晌"
"qian,ban,sheng","前半生"
"qian,ban,tian","前半天"
"qian,ban,ye","前半夜"
"qian,bao","钱包"
"qian,bei","前辈,谦卑"
"qian,bi","铅笔,钱币,前臂"
"qian,bi,he","铅笔盒"
"qian,bi,hua","铅笔画"
"qian,bian","前边"
"qian,bian,wan,hua","千变万化"
"qian,bo","浅薄"
"qian,bo,li","铅玻璃"
"qian,bu,ba,cun","前不巴村"
"qian,cai","钱财"
"qian,cang","潜藏,前舱"
"qian,cao","茜草"
"qian,cha","扦插"
"qian,cha,wan,bie","千差万别"
"qian,chan","牵缠,欠产"
"qian,chang","前场,浅尝"
"qian,chang,gua,du","牵肠挂肚"
"qian,chang,zhe,zhi","浅尝辄止"
"qian,chao","前朝,钱钞"
"qian,che","牵扯,前车,牵掣"
"qian,che,zhi,fu","前车之覆"
"qian,che,zhi,jian","前车之鉴"
"qian,chen","前尘"
"qian,cheng","前程,虔诚,谦称"
"qian,cheng,si,jin","前程似锦"
"qian,cheng,yan","浅成岩"
"qian,chou","前仇"
"qian,chuan,zi","钱串子"
"qian,chuang,bai,kong","千疮百孔"
"qian,chui","铅锤"
"qian,chui,bai,lian","千锤百炼"
"qian,chui,xian","铅垂线"
"qian,ci","前次,前此,谦辞"
"qian,ci,zao,ju","遣词造句"
"qian,da","钱褡"
"qian,da,pan","前大盘"
"qian,dan","浅淡"
"qian,dao","迁到,签到,前导"
"qian,dao,bu","签到簿"
"qian,di","前敌"
"qian,ding","签订"
"qian,dong","牵动"
"qian,du","迁都"
"qian,duan","前端"
"qian,e","前额"
"qian,er,ba,bai","千儿八百"
"qian,er,xuan","钱儿癣"
"qian,fa","签发"
"qian,fan","遣返,千帆"
"qian,fan,xiang,jing","千帆相竞"
"qian,fang","前方,前房"
"qian,fang,bai,ji","千方百计"
"qian,fen","芡粉"
"qian,fen,biao","千分表"
"qian,fen,chi","千分尺"
"qian,fen,hao","千分号"
"qian,fen,shu","千分数"
"qian,feng","前锋,铅封"
"qian,fu","潜伏,千伏,前夫,纤夫"
"qian,fu,hou,ji","前赴后继"
"qian,fu,hou,yang","前俯后仰"
"qian,fu,qi","潜伏期"
"qian,fu,suo,zhi","千夫所指"
"qian,geng","浅耕"
"qian,gong","钳工,谦恭"
"qian,gong,jin,qi","前功尽弃"
"qian,gou,wan,he","千沟万壑"
"qian,gu","千古,钱谷"
"qian,gu,bu,bian","千古不变"
"qian,gu,zui,ren","千古罪人"
"qian,gua","牵挂"
"qian,gui","钱柜"
"qian,gun,fan","前滚翻"
"qian,hai","浅海"
"qian,han","前汉"
"qian,hang","潜航"
"qian,hao","堑壕"
"qian,he","谦和,千赫"
"qian,he,jin","铅合金"
"qian,hong","浅红"
"qian,hou","前后"
"qian,hou,jiao,er","前后脚儿"
"qian,hou,wen","前后文"
"qian,hu,hou,ying","前呼后应"
"qian,hu,hou,yong","前呼后拥"
"qian,hu,wan,huan","千呼万唤"
"qian,hua","铅华"
"qian,huang","浅黄"
"qian,hui","浅灰,铅灰"
"qian,hui,bai,zhuan","千回百转"
"qian,huo","欠火"
"qian,ji","牵记"
"qian,jia","欠佳"
"qian,jia,wan,hu","千家万户"
"qian,jian","迁建,浅见"
"qian,jiao","前脚"
"qian,jiao,bai,mei","千娇百媚"
"qian,jie,hou,xiang","前街后巷"
"qian,jin","前进,千金,千斤,前襟,浅近"
"qian,jin,ding","千斤顶"
"qian,jin,hou,song","前紧后松"
"qian,jin,yi,nuo","千金一诺"
"qian,jin,yi,zhi","千金一掷"
"qian,jing","前景,虔敬"
"qian,jiu","迁就,歉疚,牵就"
"qian,jiu,chi","前臼齿"
"qian,ju","迁居"
"qian,ju,hou,gong","前倨后恭"
"qian,jun,wan,ma","千军万马"
"qian,jun,yi,fa","千钧一发"
"qian,jun,zhong,fu","千钧重负"
"qian,ka","千卡"
"qian,ke","千克,前科,掮客"
"qian,ke,xue","潜科学"
"qian,kong,fan","前空翻"
"qian,kou","钳口"
"qian,kou,jie,she","钳口结舌"
"qian,kuan","欠款,钱款"
"qian,kuang","铅矿"
"qian,kun","乾坤"
"qian,lai","前来"
"qian,lan","浅蓝"
"qian,lei","牵累"
"qian,li","潜力,千里,前例,迁离"
"qian,li,e,mao","千里鹅毛"
"qian,li,ju","千里驹"
"qian,li,ma","千里马"
"qian,li,tiao,tiao","千里迢迢"
"qian,li,yan","千里眼"
"qian,li,zhi,di","千里之堤"
"qian,li,zhi,xing","千里之行"
"qian,li,zhong","千粒重"
"qian,lian","牵连"
"qian,liang","钱粮"
"qian,lie","前列"
"qian,lie,xian","前列腺"
"qian,lin","悭吝"
"qian,liu","潜流,迁流"
"qian,long","乾隆"
"qian,lou","浅陋"
"qian,lu","前路,浅露"
"qian,lun","前轮"
"qian,lv","浅绿"
"qian,lv,ji,qiong","黔驴技穷"
"qian,lv,yi,de","千虑一得"
"qian,lv,yi,shi","千虑一失"
"qian,lv,zhi,ji","黔驴之技"
"qian,ma","荨麻"
"qian,ma,zhen","荨麻疹"
"qian,mao","前茅"
"qian,mei,yan","千枚岩"
"qian,men","前门"
"qian,men,ju,lang","前门拒狼"
"qian,mi","千米"
"qian,mi,xin,qiao","钱迷心窍"
"qian,mian","前面,芊绵"
"qian,ming","签名"
"qian,ming,bu","签名簿"
"qian,mo","阡陌"
"qian,mo,zong,heng","阡陌纵横"
"qian,nan,wan,nan","千难万难"
"qian,nan,wan,xian","千难万险"
"qian,nao","前脑"
"qian,neng","潜能"
"qian,ni","潜匿"
"qian,nian","前年,牵念,歉年"
"qian,nian,chong","千年虫"
"qian,niu","牵牛"
"qian,niu,bi,zi","牵牛鼻子"
"qian,niu,hua","牵牛花"
"qian,niu,xing","牵牛星"
"qian,nu","迁怒"
"qian,pa,lang","前怕狼"
"qian,pa,lang,hou,pa,hu","前怕狼后怕虎"
"qian,pai","前排"
"qian,pi","签批"
"qian,pian,yi,lv","千篇一律"
"qian,piao","钱票"
"qian,pu,hou,ji","前仆后继"
"qian,qi","前期,前妻,愆期"
"qian,qi,bai,guai","千奇百怪"
"qian,qian","浅浅,芊芊"
"qian,qian,hou,hou","前前后后"
"qian,qian,jun,zi","谦谦君子"
"qian,qian,wan,wan","千千万万"
"qian,qiang","牵强"
"qian,qiang,fu,hui","牵强附会"
"qian,qin","前秦"
"qian,qing","前情"
"qian,qiu","千秋,铅球"
"qian,qiu,da,ye","千秋大业"
"qian,qiu,wan,dai","千秋万代"
"qian,qu","前去,前驱"
"qian,quan","缱绻"
"qian,que","欠缺"
"qian,rang","谦让"
"qian,re","潜热"
"qian,ren","前人,前任"
"qian,ren,zai,shu","前人栽树"
"qian,ri","前日"
"qian,ri,hong","千日红"
"qian,ru","嵌入,潜入,迁入"
"qian,ru,shi,ji,suan,ji","嵌入式计算机"
"qian,san","遣散"
"qian,san,fei","遣散费"
"qian,se","浅色"
"qian,shan","浅山"
"qian,shan,wan,shui","千山万水"
"qian,shang","前晌"
"qian,shao","前哨"
"qian,shao,zhan","前哨战"
"qian,she","牵涉"
"qian,shen","前身,欠身"
"qian,sheng","前生,纤绳"
"qian,shi","前世,前事,芡实"
"qian,shi,bu,wang","前事不忘"
"qian,shou","签收,歉收,黔首,纤手"
"qian,shu","签署,钱数"
"qian,shui","潜水,浅水"
"qian,shui,beng","潜水泵"
"qian,shui,ting","潜水艇"
"qian,shui,yi","潜水衣"
"qian,shui,yuan","潜水员"
"qian,shun","谦顺"
"qian,shuo","浅说"
"qian,si","铅丝"
"qian,si,hou,xiang","前思后想"
"qian,si,wan,lv","千丝万缕"
"qian,song","遣送"
"qian,sui","千岁,歉岁"
"qian,suo,wei,wen","前所未闻"
"qian,suo,wei,you","前所未有"
"qian,tai","前台"
"qian,tai,ci","潜台词"
"qian,tan","浅谈,浅滩"
"qian,tang,chao","钱塘潮"
"qian,tang,jiang","钱塘江"
"qian,tao","潜逃"
"qian,tian","前天"
"qian,tiao","欠条,签条"
"qian,ting","潜艇,前庭"
"qian,tong","签筒"
"qian,tou","牵头,前头"
"qian,tou,wan,xu","千头万绪"
"qian,tu","前途"
"qian,tu,wu,liang","前途无量"
"qian,tui","前腿"
"qian,tuo","欠妥"
"qian,wa","千瓦"
"qian,wa,shi","千瓦时"
"qian,wa,xiao,shi","千瓦小时"
"qian,wan","千万,前晚"
"qian,wang","前往"
"qian,wang,jing","潜望镜"
"qian,wei","前卫,千位"
"qian,wu,gu,ren","前无古人"
"qian,xi","前夕,浅析,迁徙,牵系,欠息"
"qian,xian","前线,浅显,牵线,前嫌,前贤"
"qian,xian,da,qiao","牵线搭桥"
"qian,xian,ren","牵线人"
"qian,xiang","前项,钱箱,嵌镶"
"qian,xin","潜心,欠薪,铅芯,虔心"
"qian,xin,wan,ku","千辛万苦"
"qian,xing","前行,潜行"
"qian,xiong","前胸"
"qian,xu","谦虚"
"qian,xu,jin,shen","谦虚谨慎"
"qian,xue","浅学"
"qian,xue,sen","钱学森"
"qian,xun","谦逊"
"qian,ya","签押"
"qian,yan","前沿,前言,迁延,钱眼"
"qian,yan,bu,da,hou,yu","前言不搭后语"
"qian,yan,wan,yu","千言万语"
"qian,yang,hou,he","前仰后合"
"qian,ye","前夜"
"qian,yi","迁移,歉意,浅易"
"qian,yi,bai,shun","千依百顺"
"qian,yi,fa,er,dong,quan,shen","牵一发而动全身"
"qian,yi,mo,hua","潜移默化"
"qian,yi,shi","潜意识"
"qian,yi,xing","迁移性"
"qian,yi,zheng","迁移证"
"qian,yin","牵引,前因,铅印"
"qian,yin,che","牵引车"
"qian,yin,hou,guo","前因后果"
"qian,yin,li","牵引力"
"qian,ying","倩影"
"qian,yong","潜泳"
"qian,yuan","前缘,前院"
"qian,yue","签约"
"qian,zai","潜在"
"qian,zai,nan,feng","千载难逢"
"qian,zai,yi,shi","千载一时"
"qian,zang","迁葬"
"qian,zao","乾造"
"qian,ze","谴责,歉仄"
"qian,zhai","欠债"
"qian,zhai,huan,qian","欠债还钱"
"qian,zhan","前站"
"qian,zhang","欠账,千张,前掌"
"qian,zhao","前兆,前爪"
"qian,zhe","前者"
"qian,zhen,wan,que","千真万确"
"qian,zheng","签证"
"qian,zhi","牵制,潜质,钳制,前肢,铅直"
"qian,zhi,yun,dong","铅直运动"
"qian,zhong,du","铅中毒"
"qian,zhou","前轴"
"qian,zhu","签注"
"qian,zhuang","钱庄"
"qian,zhui","前缀"
"qian,zi","签字,钳子,铅字,浅紫,欠资"
"qian,zi,an,zhang","潜滋暗长"
"qian,zi,bai,tai","千姿百态"
"qian,zong","浅棕,潜踪"
"qian,zou","前奏"
"qian,zou,qu","前奏曲"
"qian,zu","钱租,欠租"
"qiang","强,枪,墙,抢,腔,羌,呛,蔷,锵,戗"
"qiang,bai","抢白"
"qiang,bao","强暴,墙报,襁褓"
"qiang,beng","枪崩"
"qiang,bi","墙壁,枪毙,强逼"
"qiang,bian","强辩"
"qiang,bu","墙布"
"qiang,chang,dong,wu","腔肠动物"
"qiang,ci","枪刺"
"qiang,ci,duo,li","强词夺理"
"qiang,da","强大,抢答"
"qiang,da,chu,tou,niao","枪打出头鸟"
"qiang,dan","枪弹"
"qiang,dao","强盗"
"qiang,dao,zhong,ren,tui","墙倒众人推"
"qiang,de,song","强的松"
"qiang,di","强敌,羌笛"
"qiang,dian","抢点,强点"
"qiang,diao","强调,腔调"
"qiang,du","强度,强渡,抢渡"
"qiang,du,ji,xian","强度极限"
"qiang,dui","强队"
"qiang,duo","抢夺,墙垛"
"qiang,fa","枪法"
"qiang,feng","强风,戗风"
"qiang,gan","强干,枪杆"
"qiang,gan,zi","枪杆子"
"qiang,gen","墙根"
"qiang,gong","强攻,抢攻"
"qiang,gou","抢购"
"qiang,gou,yi,kong","抢购一空"
"qiang,gu","强固,腔骨"
"qiang,guan","枪管"
"qiang,guang","抢光"
"qiang,guo","强国"
"qiang,hai","戕害"
"qiang,han","强悍"
"qiang,heng","强横"
"qiang,heng,ba,dao","强横霸道"
"qiang,hua","强化,抢话"
"qiang,hua,shi,pin","强化食品"
"qiang,ji","枪击,羟基,墙基,强记,强击"
"qiang,ji,ji","强击机"
"qiang,jia","强加"
"qiang,jia,yu,ren","强加于人"
"qiang,jian","强奸,强健,强碱,抢建"
"qiang,jian,fan","强奸犯"
"qiang,jian,min,yi","强奸民意"
"qiang,jiang","强将"
"qiang,jiao","墙角,墙脚"
"qiang,jie","抢劫,抢截"
"qiang,jie,fan","抢劫犯"
"qiang,jing","强劲"
"qiang,jiu","抢救"
"qiang,jue","枪决"
"qiang,ke","呛咳"
"qiang,kou","枪口"
"qiang,lang","蜣螂"
"qiang,li","强力"
"qiang,liang","跄踉,强梁"
"qiang,lie","强烈"
"qiang,lin,dan,yu","枪林弹雨"
"qiang,ling","强令"
"qiang,liu","强留"
"qiang,liu,dan","枪榴弹"
"qiang,mian","戗面"
"qiang,nu,zhi,mo","强弩之末"
"qiang,pai","抢拍"
"qiang,pao","枪炮,抢跑"
"qiang,pao,sheng","枪炮声"
"qiang,pi","墙皮"
"qiang,po","强迫"
"qiang,qiang","将将,锵锵"
"qiang,qin","抢亲"
"qiang,qiu","强求,抢球"
"qiang,qu,hao,duo","强取豪夺"
"qiang,quan","强权"
"qiang,quan,zheng,zhi","强权政治"
"qiang,qun","墙裙"
"qiang,ren","强忍,强人,呛人,强韧"
"qiang,ren,suo,nan","强人所难"
"qiang,ruo","强弱"
"qiang,se","锖色"
"qiang,sha","枪杀"
"qiang,shang","枪伤"
"qiang,shen","强身"
"qiang,sheng","强盛,枪声"
"qiang,shi","强势,抢市"
"qiang,shi,jian","抢时间"
"qiang,shou","枪手,抢手,强手,抢收"
"qiang,shou,huo","抢手货"
"qiang,shu","枪术"
"qiang,shuan","枪栓"
"qiang,shui","呛水,镪水"
"qiang,si","强似"
"qiang,suan","强酸"
"qiang,tang","枪膛"
"qiang,tou","墙头"
"qiang,tou,cao","墙头草"
"qiang,tou,shi","墙头诗"
"qiang,tuo","枪托"
"qiang,wei","蔷薇,墙围"
"qiang,wei,zi","墙围子"
"qiang,wu,zei","枪乌贼"
"qiang,xian","抢先,抢险"
"qiang,xiang","强项"
"qiang,xiao","强笑"
"qiang,xie","枪械"
"qiang,xin,ji","强心剂"
"qiang,xing","强行"
"qiang,xing,jun","强行军"
"qiang,xiu","抢修"
"qiang,ya","强压"
"qiang,yan","枪眼,强颜"
"qiang,yan,huan,xiao","强颜欢笑"
"qiang,ying","强硬"
"qiang,ying,pai","强硬派"
"qiang,you,li","强有力"
"qiang,yu","枪鱼"
"qiang,yuan","墙垣"
"qiang,yun","抢运"
"qiang,zei","戕贼"
"qiang,zhan","抢占,枪战,强占"
"qiang,zhe","强者"
"qiang,zhen","强震"
"qiang,zhi","强制,枪支,墙纸,强直"
"qiang,zhi,xing","强制性"
"qiang,zhong","抢种"
"qiang,zhuang","强壮"
"qiang,zhuang,ji","强壮剂"
"qiang,zi","腔子"
"qiang,zi,er","枪子儿"
"qiang,zu","羌族"
"qiang,zui","抢嘴"
"qiao","巧,桥,悄,瞧,乔,敲,侨,窍,俏,翘,壳,憔,峭,鞘,撬,橇,锹,樵,跷"
"qiao,ba","峭拔"
"qiao,ban","侨办"
"qiao,bang","撬棒"
"qiao,bao","侨胞"
"qiao,bi","峭壁"
"qiao,bian","巧辩"
"qiao,bian,gu","敲边鼓"
"qiao,bian,zi","翘辫子"
"qiao,bo","硗薄"
"qiao,bu,qi","瞧不起"
"qiao,cai","壳菜"
"qiao,chi","鞘翅"
"qiao,chi,mu","鞘翅目"
"qiao,chu","翘楚"
"qiao,cui","憔悴"
"qiao,da","敲打"
"qiao,de,qi","瞧得起"
"qiao,ding","敲定"
"qiao,dong","桥洞"
"qiao,dun","桥墩"
"qiao,duo,tian,gong","巧夺天工"
"qiao,er,shan","雀儿山"
"qiao,fu","樵夫"
"qiao,fu,nan,wei,wu,mi,zhi,chui","巧妇难为无米之炊"
"qiao,gan","巧干"
"qiao,gang","撬杠"
"qiao,gu,xi,sui","敲骨吸髓"
"qiao,gun","撬棍"
"qiao,han","桥涵"
"qiao,he","巧合"
"qiao,hui","侨汇"
"qiao,huo","俏货"
"qiao,ji","敲击,桥基,巧计"
"qiao,jian","瞧见"
"qiao,jiang","巧匠"
"qiao,jin","巧劲"
"qiao,jin,er","巧劲儿"
"qiao,jing,zhong","敲警钟"
"qiao,ju","侨居"
"qiao,juan","侨眷"
"qiao,ke,li","巧克力"
"qiao,kong","桥孔"
"qiao,lan","桥栏"
"qiao,leng","翘棱"
"qiao,li","俏丽,峭立"
"qiao,li,ming,mu","巧立名目"
"qiao,lian","侨联"
"qiao,liang","桥梁"
"qiao,lou","谯楼"
"qiao,luo,da,gu","敲锣打鼓"
"qiao,mai","荞麦"
"qiao,mai,pi","荞麦皮"
"qiao,mang,yan","雀盲眼"
"qiao,men","窍门,敲门"
"qiao,men,sheng","敲门声"
"qiao,men,zhuan","敲门砖"
"qiao,mian","桥面,荞面"
"qiao,miao","巧妙"
"qiao,min","侨民"
"qiao,mo,sheng","悄没声"
"qiao,mu","乔木"
"qiao,pai","桥牌"
"qiao,pan","翘盼"
"qiao,pi","俏皮"
"qiao,pi,hua","俏皮话"
"qiao,qi","跷蹊,翘企"
"qiao,qi,sha","乔其纱"
"qiao,qian","乔迁"
"qiao,qian,zhi,xi","乔迁之喜"
"qiao,qiao","悄悄"
"qiao,qiao,ban","跷跷板"
"qiao,qiao,da,da","敲敲打打"
"qiao,qiao,hua","悄悄话"
"qiao,qu,hao,duo","巧取豪夺"
"qiao,que","硗确"
"qiao,ran","悄然,愀然"
"qiao,ran,wu,sheng","悄然无声"
"qiao,ru","敲入"
"qiao,shan,zhen,hu","敲山震虎"
"qiao,shang","侨商"
"qiao,she,ru,huang","巧舌如簧"
"qiao,shen","桥身"
"qiao,sheng","悄声"
"qiao,shi","巧事"
"qiao,shou","翘首,巧手"
"qiao,shou,yi,dai","翘首以待"
"qiao,shu","侨属"
"qiao,si","巧思"
"qiao,sui","敲碎"
"qiao,tou","桥头,俏头"
"qiao,tou,bao","桥头堡"
"qiao,tu","桥堍"
"qiao,wang","翘望"
"qiao,wei,ba","翘尾巴"
"qiao,wu","侨务"
"qiao,wu,sheng,xi","悄无声息"
"qiao,xiang","敲响,侨乡"
"qiao,xiao","俏销"
"qiao,yan","巧言"
"qiao,yan,ling,se","巧言令色"
"qiao,yan,ru,huang","巧言如簧"
"qiao,yu","巧遇"
"qiao,zha","敲诈"
"qiao,zha,le,suo","敲诈勒索"
"qiao,zhi","峭直"
"qiao,zhi,dun","乔治敦"
"qiao,zhu,gang","敲竹杠"
"qiao,zhuang","乔装,桥桩"
"qiao,zhuang,da,ban","乔装打扮"
"qiao,zi","侨资,雀子"
"qie","且,切,窃,怯,茄,趄"
"qie,an","窃案"
"qie,bian","切变"
"qie,bu","怯步"
"qie,bu,ke","切不可"
"qie,cai,ban","切菜板"
"qie,chang","怯场"
"qie,chi","切齿"
"qie,chi,tong,hen","切齿痛恨"
"qie,chu","切除"
"qie,cuo","切磋"
"qie,cuo,zhuo,mo","切磋琢磨"
"qie,dai","挈带"
"qie,dang","切当,惬当"
"qie,dao,pan","切导盘"
"qie,dian","切点"
"qie,duan","切断"
"qie,duo","窃夺"
"qie,er,bu,she","锲而不舍"
"qie,fen","切分"
"qie,fen,yin","切分音"
"qie,fu,zhi,tong","切肤之痛"
"qie,gao","切糕"
"qie,ge","切割"
"qie,ge,qie,wu","且歌且舞"
"qie,gu,zhi,chou","切骨之仇"
"qie,guo","窃国"
"qie,guo,da,dao","窃国大盗"
"qie,he","切合"
"qie,hua","切花"
"qie,huai","惬怀"
"qie,huan","切换"
"qie,ji","切忌,切记"
"qie,jin","切近"
"qie,ju","窃据"
"qie,kai","切开"
"qie,kou","切口"
"qie,kuai","切块"
"qie,lan","伽蓝"
"qie,mai","切脉"
"qie,man","且慢"
"qie,mi","窃密"
"qie,mian","切面"
"qie,nan,xiang","伽南香"
"qie,nuo","怯懦"
"qie,pan","切盼"
"qie,pian","切片"
"qie,pian,ji","切片机"
"qie,ping,mian","切平面"
"qie,qie","切切,窃窃"
"qie,qie,shi,shi","切切实实"
"qie,qie,si,yu","窃窃私语"
"qie,qu","窃取"
"qie,ru","切入"
"qie,ru,dian","切入点"
"qie,ruo","怯弱"
"qie,shen","切身,妾身"
"qie,sheng,qie,qi","怯声怯气"
"qie,sheng,sheng","怯生生"
"qie,shi","切实"
"qie,shi,ke,xing","切实可行"
"qie,shi,you,li","切实有力"
"qie,shuo","且说"
"qie,ti","切题"
"qie,ting","窃听"
"qie,ting,qi","窃听器"
"qie,tou,qie,nao","怯头怯脑"
"qie,wu","切勿"
"qie,xian","切线"
"qie,xiao","切削,窃笑"
"qie,xiao,dao,ju","切削刀具"
"qie,xiao,gong,ju","切削工具"
"qie,xiao,jiao","切削角"
"qie,xiao,li","切削力"
"qie,xiao,mian","切削面"
"qie,yao","切要"
"qie,yi","惬意"
"qie,yin","切音"
"qie,zei","窃贼"
"qie,zhen","怯阵,切诊"
"qie,zhong","切中"
"qie,zi","茄子"
"qin","亲,秦,侵,勤,琴,钦,擒,寝,禽,沁,芹,衾,噙"
"qin,ai","亲爱"
"qin,ai,de","亲爱的"
"qin,ben","亲本"
"qin,bi","亲笔"
"qin,bi,xin","亲笔信"
"qin,bing","亲兵"
"qin,cai","芹菜"
"qin,chai","钦差"
"qin,chai,da,chen","钦差大臣"
"qin,che","寝车"
"qin,chen","侵晨"
"qin,ci","钦赐"
"qin,dai","亲代"
"qin,dan","禽蛋"
"qin,deng","亲等"
"qin,di","擒敌"
"qin,ding","钦定,亲丁"
"qin,dong","揿动"
"qin,du","亲睹"
"qin,duo","侵夺"
"qin,er","亲耳"
"qin,fan","侵犯"
"qin,fen","勤奋"
"qin,fen,hao,xue","勤奋好学"
"qin,gong","寝宫"
"qin,gong,jian,xue","勤工俭学"
"qin,gong,zhu,xue","勤工助学"
"qin,gu","亲故"
"qin,gu,rou","亲骨肉"
"qin,hai","侵害"
"qin,he","亲和"
"qin,he,li","亲和力"
"qin,he,xing","亲和性"
"qin,huai,he","秦淮河"
"qin,huang,dao","秦皇岛"
"qin,huo","擒获"
"qin,jian","勤俭,亲见,琴键"
"qin,jian,chi,jia","勤俭持家"
"qin,jian,jian,guo","勤俭建国"
"qin,jian,jie,yue","勤俭节约"
